session_id,package,app_class,tier,tags,sim_status,faithfulness_verdict,effective_ft,back_wait_ratio,meaningful_frida_22cat,coverage_gap,artifact_dir,frida_trace_path,agent_log_path,named_functional_explore_taps,functional_explore_screens,c0_pass,analyze_status,data_quality_status,session_mode,hook_version
8a8e803d2397_llm_s2,amirz.dngprocessor,other,volume,FLAILING_SUSPECT|EXPLORE_NON_NAVIGABLE,failed:explore_non_navigable,FAILED,0,1.0,132,Core flows from expected use largely touched; residual: General app (amirz.dngprocessor),logs/bulk_llm_benign_v2/8a8e803d2397_amirz.dngprocessor/dynamic/llm/session_2,logs/bulk_llm_benign_v2/8a8e803d2397_amirz.dngprocessor/dynamic/llm/session_2/amirz.dngprocessor_frida.jsonl,logs/bulk_llm_benign_v2/8a8e803d2397_amirz.dngprocessor/dynamic/llm/session_2/amirz.dngprocessor_llm_actions.jsonl,0,0,no,success,weak:low_meaningful_categories,identical,3
8a8e803d2397_llm_s3,amirz.dngprocessor,other,volume,FLAILING_SUSPECT|EXPLORE_NON_NAVIGABLE,failed:explore_non_navigable,FAILED,0,1.0,132,Core flows from expected use largely touched; residual: General app (amirz.dngprocessor),logs/bulk_llm_benign_v2/8a8e803d2397_amirz.dngprocessor/dynamic/llm/session_3,logs/bulk_llm_benign_v2/8a8e803d2397_amirz.dngprocessor/dynamic/llm/session_3/amirz.dngprocessor_frida.jsonl,logs/bulk_llm_benign_v2/8a8e803d2397_amirz.dngprocessor/dynamic/llm/session_3/amirz.dngprocessor_llm_actions.jsonl,0,0,no,success,weak:low_meaningful_categories,varied,3
7fa44d560dc4_llm_s1,amirz.rootless.nexuslauncher,launcher,volume,FAITHFUL_VALIDATED|LAUNCHER,failed:partial:foreground_mismatch,FAITHFUL,31,0.0,308,deeper planned goals beyond early steps (9 planned),logs/bulk_llm_benign_v2/7fa44d560dc4_amirz.rootless.nexuslauncher/dynamic/llm/session_1,logs/bulk_llm_benign_v2/7fa44d560dc4_amirz.rootless.nexuslauncher/dynamic/llm/session_1/amirz.rootless.nexuslauncher_frida.jsonl,logs/bulk_llm_benign_v2/7fa44d560dc4_amirz.rootless.nexuslauncher/dynamic/llm/session_1/amirz.rootless.nexuslauncher_llm_actions.jsonl,31,3,yes,success,good,identical,3
7fa44d560dc4_llm_s2,amirz.rootless.nexuslauncher,launcher,volume,FAITHFUL_VALIDATED|LAUNCHER,failed:partial:foreground_mismatch,FAITHFUL,31,0.0,308,deeper planned goals beyond early steps (9 planned),logs/bulk_llm_benign_v2/7fa44d560dc4_amirz.rootless.nexuslauncher/dynamic/llm/session_2,logs/bulk_llm_benign_v2/7fa44d560dc4_amirz.rootless.nexuslauncher/dynamic/llm/session_2/amirz.rootless.nexuslauncher_frida.jsonl,logs/bulk_llm_benign_v2/7fa44d560dc4_amirz.rootless.nexuslauncher/dynamic/llm/session_2/amirz.rootless.nexuslauncher_llm_actions.jsonl,31,3,yes,success,good,identical,3
7fa44d560dc4_llm_s3,amirz.rootless.nexuslauncher,launcher,volume,FAITHFUL_VALIDATED|LAUNCHER,failed:partial:foreground_mismatch,FAITHFUL,31,0.0,308,deeper planned goals beyond early steps (9 planned),logs/bulk_llm_benign_v2/7fa44d560dc4_amirz.rootless.nexuslauncher/dynamic/llm/session_3,logs/bulk_llm_benign_v2/7fa44d560dc4_amirz.rootless.nexuslauncher/dynamic/llm/session_3/amirz.rootless.nexuslauncher_frida.jsonl,logs/bulk_llm_benign_v2/7fa44d560dc4_amirz.rootless.nexuslauncher/dynamic/llm/session_3/amirz.rootless.nexuslauncher_llm_actions.jsonl,31,3,yes,success,good,varied,3
0f28daf04471_llm_s1,androdns.android.leetdreams.ch.androdns,network_tool,volume,FAITHFUL_VALIDATED|ZERO_MEANINGFUL_FRIDA|UI_MOTION_NO_SIGNAL,success,PARTIAL,31,0.0,0,login-gated or secondary flows beyond initial functional screen; deeper planned goals beyond early steps (5 planned),logs/bulk_llm_benign_v2/0f28daf04471_androdns.android.leetdreams.ch.androdns/dynamic/llm/session_1,logs/bulk_llm_benign_v2/0f28daf04471_androdns.android.leetdreams.ch.androdns/dynamic/llm/session_1/androdns.android.leetdreams.ch.androdns_frida.jsonl,logs/bulk_llm_benign_v2/0f28daf04471_androdns.android.leetdreams.ch.androdns/dynamic/llm/session_1/androdns.android.leetdreams.ch.androdns_llm_actions.jsonl,31,1,yes,success,weak:low_meaningful_events,identical,3
0f28daf04471_llm_s2,androdns.android.leetdreams.ch.androdns,network_tool,volume,FAITHFUL_VALIDATED|ZERO_MEANINGFUL_FRIDA|UI_MOTION_NO_SIGNAL,success,PARTIAL,29,0.0,0,login-gated or secondary flows beyond initial functional screen; deeper planned goals beyond early steps (10 planned),logs/bulk_llm_benign_v2/0f28daf04471_androdns.android.leetdreams.ch.androdns/dynamic/llm/session_2,logs/bulk_llm_benign_v2/0f28daf04471_androdns.android.leetdreams.ch.androdns/dynamic/llm/session_2/androdns.android.leetdreams.ch.androdns_frida.jsonl,logs/bulk_llm_benign_v2/0f28daf04471_androdns.android.leetdreams.ch.androdns/dynamic/llm/session_2/androdns.android.leetdreams.ch.androdns_llm_actions.jsonl,29,1,yes,success,weak:low_meaningful_events,identical,3
0f28daf04471_llm_s3,androdns.android.leetdreams.ch.androdns,network_tool,volume,FAITHFUL_VALIDATED|ZERO_MEANINGFUL_FRIDA|UI_MOTION_NO_SIGNAL,success,PARTIAL,31,0.0,0,login-gated or secondary flows beyond initial functional screen; deeper planned goals beyond early steps (5 planned),logs/bulk_llm_benign_v2/0f28daf04471_androdns.android.leetdreams.ch.androdns/dynamic/llm/session_3,logs/bulk_llm_benign_v2/0f28daf04471_androdns.android.leetdreams.ch.androdns/dynamic/llm/session_3/androdns.android.leetdreams.ch.androdns_frida.jsonl,logs/bulk_llm_benign_v2/0f28daf04471_androdns.android.leetdreams.ch.androdns/dynamic/llm/session_3/androdns.android.leetdreams.ch.androdns_llm_actions.jsonl,31,1,yes,success,weak:low_meaningful_events,varied,3
88495a6fa050_llm_s1,android.jonas.fakestandby,other,volume,FAITHFUL_VALIDATED|ZERO_MEANINGFUL_FRIDA|UI_MOTION_NO_SIGNAL,success,FAITHFUL,4,0.9,0,deeper planned goals beyond early steps (6 planned),logs/bulk_llm_benign_v2/88495a6fa050_android.jonas.fakestandby/dynamic/llm/session_1,logs/bulk_llm_benign_v2/88495a6fa050_android.jonas.fakestandby/dynamic/llm/session_1/android.jonas.fakestandby_frida.jsonl,logs/bulk_llm_benign_v2/88495a6fa050_android.jonas.fakestandby/dynamic/llm/session_1/android.jonas.fakestandby_llm_actions.jsonl,4,2,yes,success,weak:low_meaningful_events,identical,3
88495a6fa050_llm_s2,android.jonas.fakestandby,other,volume,FAITHFUL_VALIDATED|ZERO_MEANINGFUL_FRIDA|UI_MOTION_NO_SIGNAL,success,FAITHFUL,4,0.9,0,deeper planned goals beyond early steps (6 planned),logs/bulk_llm_benign_v2/88495a6fa050_android.jonas.fakestandby/dynamic/llm/session_2,logs/bulk_llm_benign_v2/88495a6fa050_android.jonas.fakestandby/dynamic/llm/session_2/android.jonas.fakestandby_frida.jsonl,logs/bulk_llm_benign_v2/88495a6fa050_android.jonas.fakestandby/dynamic/llm/session_2/android.jonas.fakestandby_llm_actions.jsonl,4,2,yes,success,weak:low_meaningful_events,identical,3
88495a6fa050_llm_s3,android.jonas.fakestandby,other,volume,FAITHFUL_VALIDATED|ZERO_MEANINGFUL_FRIDA|UI_MOTION_NO_SIGNAL,success,FAITHFUL,4,0.8974,0,deeper planned goals beyond early steps (6 planned),logs/bulk_llm_benign_v2/88495a6fa050_android.jonas.fakestandby/dynamic/llm/session_3,logs/bulk_llm_benign_v2/88495a6fa050_android.jonas.fakestandby/dynamic/llm/session_3/android.jonas.fakestandby_frida.jsonl,logs/bulk_llm_benign_v2/88495a6fa050_android.jonas.fakestandby/dynamic/llm/session_3/android.jonas.fakestandby_llm_actions.jsonl,4,2,yes,success,weak:low_meaningful_events,varied,3
2f4839ccdb6e_llm_s1,anonvpn.anon_next.android,network_tool,reference,FAITHFUL_VALIDATED,success,FAITHFUL,35,0.0278,24,"Core flows from expected use largely touched; residual: Open app, configure or use security feature (connect/browse settings); login may gate full use",logs/bulk_llm_benign_v2/2f4839ccdb6e_anonvpn.anon_next.android/dynamic/llm/session_1,logs/bulk_llm_benign_v2/2f4839ccdb6e_anonvpn.anon_next.android/dynamic/llm/session_1/anonvpn.anon_next.android_frida.jsonl,logs/bulk_llm_benign_v2/2f4839ccdb6e_anonvpn.anon_next.android/dynamic/llm/session_1/anonvpn.anon_next.android_llm_actions.jsonl,35,7,yes,success,good,identical,3
2f4839ccdb6e_llm_s2,anonvpn.anon_next.android,network_tool,reference,FAITHFUL_VALIDATED,success,FAITHFUL,34,0.0286,21,deeper planned goals beyond early steps (9 planned),logs/bulk_llm_benign_v2/2f4839ccdb6e_anonvpn.anon_next.android/dynamic/llm/session_2,logs/bulk_llm_benign_v2/2f4839ccdb6e_anonvpn.anon_next.android/dynamic/llm/session_2/anonvpn.anon_next.android_frida.jsonl,logs/bulk_llm_benign_v2/2f4839ccdb6e_anonvpn.anon_next.android/dynamic/llm/session_2/anonvpn.anon_next.android_llm_actions.jsonl,34,7,yes,success,good,identical,3
2f4839ccdb6e_llm_s3,anonvpn.anon_next.android,network_tool,reference,FAITHFUL_VALIDATED,success,FAITHFUL,35,0.0278,23,"Core flows from expected use largely touched; residual: Open app, configure or use security feature (connect/browse settings); login may gate full use",logs/bulk_llm_benign_v2/2f4839ccdb6e_anonvpn.anon_next.android/dynamic/llm/session_3,logs/bulk_llm_benign_v2/2f4839ccdb6e_anonvpn.anon_next.android/dynamic/llm/session_3/anonvpn.anon_next.android_frida.jsonl,logs/bulk_llm_benign_v2/2f4839ccdb6e_anonvpn.anon_next.android/dynamic/llm/session_3/anonvpn.anon_next.android_llm_actions.jsonl,35,7,yes,success,good,varied,3
df01309e3641_llm_s1,anupam.acrylic,other,volume,FAITHFUL_VALIDATED|ZERO_MEANINGFUL_FRIDA|UI_MOTION_NO_SIGNAL,failed:ux_quality_gate,FAITHFUL,29,0.2162,0,deeper planned goals beyond early steps (5 planned),logs/bulk_llm_benign_v2/df01309e3641_anupam.acrylic/dynamic/llm/session_1,logs/bulk_llm_benign_v2/df01309e3641_anupam.acrylic/dynamic/llm/session_1/anupam.acrylic_frida.jsonl,logs/bulk_llm_benign_v2/df01309e3641_anupam.acrylic/dynamic/llm/session_1/anupam.acrylic_llm_actions.jsonl,29,1,yes,success,weak:low_meaningful_events,identical,3
df01309e3641_llm_s2,anupam.acrylic,other,volume,FAITHFUL_VALIDATED|ZERO_MEANINGFUL_FRIDA|UI_MOTION_NO_SIGNAL,failed:ux_quality_gate,FAITHFUL,29,0.2162,0,deeper planned goals beyond early steps (5 planned),logs/bulk_llm_benign_v2/df01309e3641_anupam.acrylic/dynamic/llm/session_2,logs/bulk_llm_benign_v2/df01309e3641_anupam.acrylic/dynamic/llm/session_2/anupam.acrylic_frida.jsonl,logs/bulk_llm_benign_v2/df01309e3641_anupam.acrylic/dynamic/llm/session_2/anupam.acrylic_llm_actions.jsonl,29,1,yes,success,weak:low_meaningful_events,identical,3
df01309e3641_llm_s3,anupam.acrylic,other,volume,FAITHFUL_VALIDATED|ZERO_MEANINGFUL_FRIDA|UI_MOTION_NO_SIGNAL,failed:ux_quality_gate,FAITHFUL,29,0.2162,0,deeper planned goals beyond early steps (5 planned),logs/bulk_llm_benign_v2/df01309e3641_anupam.acrylic/dynamic/llm/session_3,logs/bulk_llm_benign_v2/df01309e3641_anupam.acrylic/dynamic/llm/session_3/anupam.acrylic_frida.jsonl,logs/bulk_llm_benign_v2/df01309e3641_anupam.acrylic/dynamic/llm/session_3/anupam.acrylic_llm_actions.jsonl,29,1,yes,success,weak:low_meaningful_events,varied,3
efcaf058dff9_llm_s1,app.alextran.immich,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,34,0.0,13,deeper planned goals beyond early steps (10 planned),logs/bulk_llm_benign_v2/efcaf058dff9_app.alextran.immich/dynamic/llm/session_1,logs/bulk_llm_benign_v2/efcaf058dff9_app.alextran.immich/dynamic/llm/session_1/app.alextran.immich_frida.jsonl,logs/bulk_llm_benign_v2/efcaf058dff9_app.alextran.immich/dynamic/llm/session_1/app.alextran.immich_llm_actions.jsonl,22,9,yes,success,good,identical,3
efcaf058dff9_llm_s2,app.alextran.immich,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,35,0.0,13,"Core flows from expected use largely touched; residual: Interact with discovered UI: Logs View · Next Button · Settings Button · EditText · Image · Advanced
Advanced user's set",logs/bulk_llm_benign_v2/efcaf058dff9_app.alextran.immich/dynamic/llm/session_2,logs/bulk_llm_benign_v2/efcaf058dff9_app.alextran.immich/dynamic/llm/session_2/app.alextran.immich_frida.jsonl,logs/bulk_llm_benign_v2/efcaf058dff9_app.alextran.immich/dynamic/llm/session_2/app.alextran.immich_llm_actions.jsonl,22,9,yes,success,good,identical,3
efcaf058dff9_llm_s3,app.alextran.immich,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,35,0.0,13,"Core flows from expected use largely touched; residual: Interact with discovered UI: Logs View · Next Button · Settings Button · EditText · Image · Advanced
Advanced user's set",logs/bulk_llm_benign_v2/efcaf058dff9_app.alextran.immich/dynamic/llm/session_3,logs/bulk_llm_benign_v2/efcaf058dff9_app.alextran.immich/dynamic/llm/session_3/app.alextran.immich_frida.jsonl,logs/bulk_llm_benign_v2/efcaf058dff9_app.alextran.immich/dynamic/llm/session_3/app.alextran.immich_llm_actions.jsonl,22,9,yes,success,good,varied,3
b6e6efc9308a_llm_s1,app.cclauncher,launcher,volume,FLAILING_SUSPECT|ZERO_MEANINGFUL_FRIDA|LAUNCHER,failed:partial:agent_stuck,FAILED,0,1.0,0,Core flows from expected use largely touched; residual: General app (app.cclauncher),logs/bulk_llm_benign_v2/b6e6efc9308a_app.cclauncher/dynamic/llm/session_1,logs/bulk_llm_benign_v2/b6e6efc9308a_app.cclauncher/dynamic/llm/session_1/app.cclauncher_frida.jsonl,logs/bulk_llm_benign_v2/b6e6efc9308a_app.cclauncher/dynamic/llm/session_1/app.cclauncher_llm_actions.jsonl,0,0,no,success,weak:low_events,identical,3
b6e6efc9308a_llm_s2,app.cclauncher,launcher,volume,FLAILING_SUSPECT|ZERO_MEANINGFUL_FRIDA|LAUNCHER,failed:partial:agent_stuck,FAILED,0,1.0,0,Core flows from expected use largely touched; residual: General app (app.cclauncher),logs/bulk_llm_benign_v2/b6e6efc9308a_app.cclauncher/dynamic/llm/session_2,logs/bulk_llm_benign_v2/b6e6efc9308a_app.cclauncher/dynamic/llm/session_2/app.cclauncher_frida.jsonl,logs/bulk_llm_benign_v2/b6e6efc9308a_app.cclauncher/dynamic/llm/session_2/app.cclauncher_llm_actions.jsonl,0,0,no,success,weak:low_meaningful_events,identical,3
b6e6efc9308a_llm_s3,app.cclauncher,launcher,volume,FLAILING_SUSPECT|ZERO_MEANINGFUL_FRIDA|LAUNCHER,failed:partial:agent_stuck,FAILED,0,1.0,0,Core flows from expected use largely touched; residual: General app (app.cclauncher),logs/bulk_llm_benign_v2/b6e6efc9308a_app.cclauncher/dynamic/llm/session_3,logs/bulk_llm_benign_v2/b6e6efc9308a_app.cclauncher/dynamic/llm/session_3/app.cclauncher_frida.jsonl,logs/bulk_llm_benign_v2/b6e6efc9308a_app.cclauncher/dynamic/llm/session_3/app.cclauncher_llm_actions.jsonl,0,0,no,success,weak:low_meaningful_events,varied,3
26d4353fc9f6_llm_s1,app.clauncher,launcher,volume,FAITHFUL_VALIDATED|LAUNCHER,failed:bad_handoff,FAITHFUL,36,0.0,128,post-explore execute goals not reached; deeper planned goals beyond early steps (8 planned),logs/bulk_llm_benign_v2/26d4353fc9f6_app.clauncher/dynamic/llm/session_1,logs/bulk_llm_benign_v2/26d4353fc9f6_app.clauncher/dynamic/llm/session_1/app.clauncher_frida.jsonl,logs/bulk_llm_benign_v2/26d4353fc9f6_app.clauncher/dynamic/llm/session_1/app.clauncher_llm_actions.jsonl,36,3,yes,success,weak:low_meaningful_categories,identical,3
26d4353fc9f6_llm_s2,app.clauncher,launcher,volume,FAITHFUL_VALIDATED|LAUNCHER,failed:bad_handoff,FAITHFUL,36,0.0,128,post-explore execute goals not reached; deeper planned goals beyond early steps (6 planned),logs/bulk_llm_benign_v2/26d4353fc9f6_app.clauncher/dynamic/llm/session_2,logs/bulk_llm_benign_v2/26d4353fc9f6_app.clauncher/dynamic/llm/session_2/app.clauncher_frida.jsonl,logs/bulk_llm_benign_v2/26d4353fc9f6_app.clauncher/dynamic/llm/session_2/app.clauncher_llm_actions.jsonl,36,4,yes,success,weak:low_meaningful_categories,identical,3
26d4353fc9f6_llm_s3,app.clauncher,launcher,volume,FAITHFUL_VALIDATED|LAUNCHER,failed:bad_handoff,FAITHFUL,37,0.0,128,post-explore execute goals not reached; deeper planned goals beyond early steps (6 planned),logs/bulk_llm_benign_v2/26d4353fc9f6_app.clauncher/dynamic/llm/session_3,logs/bulk_llm_benign_v2/26d4353fc9f6_app.clauncher/dynamic/llm/session_3/app.clauncher_frida.jsonl,logs/bulk_llm_benign_v2/26d4353fc9f6_app.clauncher/dynamic/llm/session_3/app.clauncher_llm_actions.jsonl,37,3,yes,success,weak:low_meaningful_categories,varied,3
47d583fd8b06_llm_s1,app.comaps.fdroid,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,34,0.0,160,deeper planned goals beyond early steps (10 planned),logs/bulk_llm_benign_v2/47d583fd8b06_app.comaps.fdroid/dynamic/llm/session_1,logs/bulk_llm_benign_v2/47d583fd8b06_app.comaps.fdroid/dynamic/llm/session_1/app.comaps.fdroid_frida.jsonl,logs/bulk_llm_benign_v2/47d583fd8b06_app.comaps.fdroid/dynamic/llm/session_1/app.comaps.fdroid_llm_actions.jsonl,34,10,yes,success,good,identical,3
47d583fd8b06_llm_s2,app.comaps.fdroid,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,32,0.0,148,deeper planned goals beyond early steps (6 planned),logs/bulk_llm_benign_v2/47d583fd8b06_app.comaps.fdroid/dynamic/llm/session_2,logs/bulk_llm_benign_v2/47d583fd8b06_app.comaps.fdroid/dynamic/llm/session_2/app.comaps.fdroid_frida.jsonl,logs/bulk_llm_benign_v2/47d583fd8b06_app.comaps.fdroid/dynamic/llm/session_2/app.comaps.fdroid_llm_actions.jsonl,32,10,yes,success,good,identical,3
47d583fd8b06_llm_s3,app.comaps.fdroid,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,33,0.0,157,deeper planned goals beyond early steps (9 planned),logs/bulk_llm_benign_v2/47d583fd8b06_app.comaps.fdroid/dynamic/llm/session_3,logs/bulk_llm_benign_v2/47d583fd8b06_app.comaps.fdroid/dynamic/llm/session_3/app.comaps.fdroid_frida.jsonl,logs/bulk_llm_benign_v2/47d583fd8b06_app.comaps.fdroid/dynamic/llm/session_3/app.comaps.fdroid_llm_actions.jsonl,33,10,yes,success,good,varied,3
a02b64c18d0e_llm_s1,app.crescentcash.src,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,34,0.0,6,Core flows from expected use largely touched; residual: Interact with discovered UI: Create New Wallet createWalletBtn Button · Restore Wallet re · Create registerUserBtn Butto,logs/bulk_llm_benign_v2/a02b64c18d0e_app.crescentcash.src/dynamic/llm/session_1,logs/bulk_llm_benign_v2/a02b64c18d0e_app.crescentcash.src/dynamic/llm/session_1/app.crescentcash.src_frida.jsonl,logs/bulk_llm_benign_v2/a02b64c18d0e_app.crescentcash.src/dynamic/llm/session_1/app.crescentcash.src_llm_actions.jsonl,34,3,yes,success,weak:low_meaningful_categories,identical,3
a02b64c18d0e_llm_s2,app.crescentcash.src,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,34,0.0,6,Core flows from expected use largely touched; residual: Interact with discovered UI: Create New Wallet createWalletBtn Button · Restore Wallet re · Create registerUserBtn Butto,logs/bulk_llm_benign_v2/a02b64c18d0e_app.crescentcash.src/dynamic/llm/session_2,logs/bulk_llm_benign_v2/a02b64c18d0e_app.crescentcash.src/dynamic/llm/session_2/app.crescentcash.src_frida.jsonl,logs/bulk_llm_benign_v2/a02b64c18d0e_app.crescentcash.src/dynamic/llm/session_2/app.crescentcash.src_llm_actions.jsonl,34,3,yes,success,weak:low_meaningful_categories,identical,3
a02b64c18d0e_llm_s3,app.crescentcash.src,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,34,0.0,6,Core flows from expected use largely touched; residual: Interact with discovered UI: Create New Wallet createWalletBtn Button · Restore Wallet re · Create registerUserBtn Butto,logs/bulk_llm_benign_v2/a02b64c18d0e_app.crescentcash.src/dynamic/llm/session_3,logs/bulk_llm_benign_v2/a02b64c18d0e_app.crescentcash.src/dynamic/llm/session_3/app.crescentcash.src_frida.jsonl,logs/bulk_llm_benign_v2/a02b64c18d0e_app.crescentcash.src/dynamic/llm/session_3/app.crescentcash.src_llm_actions.jsonl,34,3,yes,success,weak:low_meaningful_categories,varied,3
7127a0045a88_llm_s1,app.crossword.yourealwaysbe.forkyz,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,failed:ux_quality_gate,FAITHFUL,35,0.0,32,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View · View · View · View · View · View · View · View · View · View · View,logs/bulk_llm_benign_v2/7127a0045a88_app.crossword.yourealwaysbe.forkyz/dynamic/llm/session_1,logs/bulk_llm_benign_v2/7127a0045a88_app.crossword.yourealwaysbe.forkyz/dynamic/llm/session_1/app.crossword.yourealwaysbe.forkyz_frida.jsonl,logs/bulk_llm_benign_v2/7127a0045a88_app.crossword.yourealwaysbe.forkyz/dynamic/llm/session_1/app.crossword.yourealwaysbe.forkyz_llm_actions.jsonl,0,3,yes,success,good,identical,3
7127a0045a88_llm_s2,app.crossword.yourealwaysbe.forkyz,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,failed:ux_quality_gate,FAITHFUL,36,0.0,26,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View · View · View · View · View · View · View · View · View · View · View,logs/bulk_llm_benign_v2/7127a0045a88_app.crossword.yourealwaysbe.forkyz/dynamic/llm/session_2,logs/bulk_llm_benign_v2/7127a0045a88_app.crossword.yourealwaysbe.forkyz/dynamic/llm/session_2/app.crossword.yourealwaysbe.forkyz_frida.jsonl,logs/bulk_llm_benign_v2/7127a0045a88_app.crossword.yourealwaysbe.forkyz/dynamic/llm/session_2/app.crossword.yourealwaysbe.forkyz_llm_actions.jsonl,0,3,yes,success,good,identical,3
7127a0045a88_llm_s3,app.crossword.yourealwaysbe.forkyz,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,failed:ux_quality_gate,FAITHFUL,35,0.0,32,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View · View · View · View · View · View · View · View · View · View · View,logs/bulk_llm_benign_v2/7127a0045a88_app.crossword.yourealwaysbe.forkyz/dynamic/llm/session_3,logs/bulk_llm_benign_v2/7127a0045a88_app.crossword.yourealwaysbe.forkyz/dynamic/llm/session_3/app.crossword.yourealwaysbe.forkyz_frida.jsonl,logs/bulk_llm_benign_v2/7127a0045a88_app.crossword.yourealwaysbe.forkyz/dynamic/llm/session_3/app.crossword.yourealwaysbe.forkyz_llm_actions.jsonl,0,3,yes,success,good,varied,3
